0.0,0.0,0.0,0.0,nan
0.0,1.0,0.0,0.0,nan
0.0,1.0,359.0,0.0,nan
0.0,1.0,1.0,0.0,nan
0.0,1.0,1.0,-5.0,nan
0.0,1.0,1.0,-5.0,nan
0.0,1.0,359.0,-5.0,nan
0.0,1.0,358.0,-5.0,nan
0.0,1.0,359.0,-5.0,nan
0.0,359.0,359.0,-5.0,nan
0.0,359.0,358.0,-5.0,nan
0.0,359.0,357.0,-5.0,nan
0.0,358.0,357.0,-5.0,nan
0.0,358.0,357.0,-5.0,nan
0.0,357.0,357.0,-5.0,nan
0.0,357.0,357.0,-5.099999904632568,nan
0.0,357.0,357.0,-5.0,nan
0.0,357.0,357.0,-5.0,nan
0.0,357.0,357.0,-5.099999904632568,nan
0.0,357.0,358.0,-5.099999904632568,nan
0.0,357.0,358.0,-5.099999904632568,nan
0.0,357.0,359.0,-5.099999904632568,nan
0.0,357.0,1.0,-5.099999904632568,nan
0.0,356.0,1.0,-5.099999904632568,nan
0.0,356.0,2.0,-5.099999904632568,nan
0.0,357.0,2.0,-5.099999904632568,nan
0.0,358.0,2.0,-5.099999904632568,nan
0.0,358.0,1.0,-5.099999904632568,nan
0.0,358.0,1.0,-5.0,nan
0.0,358.0,1.0,-5.099999904632568,nan
0.0,358.0,1.0,-5.199999809265137,nan
0.0,358.0,359.0,-5.199999809265137,nan
0.0,358.0,358.0,-5.199999809265137,nan
0.0,358.0,358.0,-5.199999809265137,nan
0.0,358.0,358.0,-5.199999809265137,nan
0.0,357.0,358.0,-5.199999809265137,nan
0.0,356.0,358.0,-5.199999809265137,nan
0.0,357.0,358.0,-5.199999809265137,nan
0.0,357.0,358.0,-5.199999809265137,nan
0.0,357.0,358.0,-5.199999809265137,nan
0.0,358.0,358.0,-5.199999809265137,nan
0.0,357.0,358.0,-5.199999809265137,nan
0.0,357.0,358.0,-5.099999904632568,nan
0.0,358.0,358.0,-5.099999904632568,nan
0.0,358.0,359.0,-5.099999904632568,nan
0.0,359.0,359.0,-5.099999904632568,nan
0.0,359.0,1.0,-5.099999904632568,nan
0.0,358.0,1.0,-5.099999904632568,nan
0.0,359.0,1.0,-5.099999904632568,nan
0.0,359.0,359.0,-5.099999904632568,nan
0.0,1.0,359.0,-5.099999904632568,nan
0.0,1.0,359.0,-5.199999809265137,nan
0.0,2.0,359.0,-5.199999809265137,nan
0.0,2.0,359.0,-5.199999809265137,nan
0.0,2.0,359.0,-5.199999809265137,nan
0.0,2.0,358.0,-5.199999809265137,nan
0.0,2.0,358.0,-5.099999904632568,nan
0.0,2.0,358.0,-5.199999809265137,nan
0.0,3.0,358.0,-5.199999809265137,nan
0.0,3.0,357.0,-5.199999809265137,nan
0.0,3.0,358.0,-5.199999809265137,nan
0.0,3.0,358.0,-5.300000190734863,nan
0.0,2.0,358.0,-5.300000190734863,nan
0.0,2.0,359.0,-5.300000190734863,nan
0.0,2.0,359.0,-5.199999809265137,nan
0.0,2.0,359.0,-5.099999904632568,nan
0.0,2.0,358.0,-5.099999904632568,nan
0.0,3.0,358.0,-5.099999904632568,nan
0.0,3.0,358.0,-5.099999904632568,nan
0.0,4.0,358.0,-5.099999904632568,nan
0.0,4.0,359.0,-5.099999904632568,nan
0.0,4.0,359.0,-5.099999904632568,nan
0.0,3.0,359.0,-5.099999904632568,nan
0.0,3.0,359.0,-5.099999904632568,nan
0.0,3.0,358.0,-5.099999904632568,nan
0.0,4.0,358.0,-5.099999904632568,nan
0.0,5.0,358.0,-5.099999904632568,nan
0.0,5.0,358.0,-5.199999809265137,nan
0.0,5.0,358.0,-5.199999809265137,nan
0.0,5.0,359.0,-5.199999809265137,nan
0.0,6.0,359.0,-5.199999809265137,nan
0.0,6.0,358.0,-5.199999809265137,nan
0.0,7.0,358.0,-5.199999809265137,nan
0.0,6.0,358.0,-5.199999809265137,nan
0.0,6.0,359.0,-5.199999809265137,nan
0.0,6.0,1.0,-5.199999809265137,nan
0.0,7.0,1.0,-5.199999809265137,nan
0.0,7.0,1.0,-5.300000190734863,nan
0.0,7.0,1.0,-5.199999809265137,nan
0.0,7.0,1.0,-5.099999904632568,nan
0.0,7.0,1.0,-5.099999904632568,nan
0.0,7.0,1.0,-5.0,nan
0.0,7.0,1.0,-5.099999904632568,nan
0.0,8.0,1.0,-5.099999904632568,nan
0.0,8.0,1.0,-5.199999809265137,nan
0.0,8.0,1.0,-5.099999904632568,nan
0.0,8.0,359.0,-5.099999904632568,nan
0.0,8.0,1.0,-5.099999904632568,nan
0.0,9.0,1.0,-5.099999904632568,nan
